,Step,HORSE penalty,CONOP penalty,Spearmans rho of horizon,Spearmans rho p-value of horizon,Kendalls tau of horizon,Kendalls tau p-value of horizon,Kruskal s^2 of horizon,Spearmans rho of event,Spearmans rho p-value of event,Kendalls tau of event,Kendalls tau p-value of event,Kruskal s^2 of event
153,154,3908.0,5061.0,0.9662615740100512,0.0,0.8878071716324434,0.0,0.05413481469740897,0.9874371454599676,0.0,0.9300324709466867,0.0,0.021167941360272488
154,155,3905.0,4959.0,0.9682755740069536,0.0,0.8879320526757267,0.0,0.051997508676220036,0.9909217832017504,0.0,0.9349648360953299,0.0,0.016224135011065958
155,156,3886.0,4864.0,0.9686548774964318,0.0,0.886738912105562,0.0,0.051894959015473766,0.9895858724323603,0.0,0.9325013967719252,0.0,0.01822008572914467
156,157,3741.0,4715.0,0.9712149222889873,0.0,0.8924819355057116,0.0,0.047485323594139525,0.9915399216478519,0.0,0.9374127303302052,0.0,0.015217723385867576
157,158,3735.0,4747.0,0.9699862938408467,0.0,0.8923630728259603,0.0,0.049463719164511026,0.9908803670595028,0.0,0.935236417936106,0.0,0.016270096625403303
158,159,3698.0,4734.0,0.9728458600849962,0.0,0.8955934294516142,0.0,0.04500283708560784,0.9921767556176414,0.0,0.939493943359184,0.0,0.014162682981631309
159,160,3478.0,4570.0,0.9726190042883054,0.0,0.8976291409162206,0.0,0.04536387072016577,0.9912880026117845,0.0,0.9396987727609815,0.0,0.01528379384583768
160,161,3478.0,4570.0,0.9726190042883054,0.0,0.8976291409162206,0.0,0.04536387072016577,0.9912880026117845,0.0,0.9396987727609815,0.0,0.01528379384583768
161,162,3399.0,4431.0,0.9734182601132294,0.0,0.899377475522187,0.0,0.044075592791767974,0.9913226333694183,0.0,0.9388666533161788,0.0,0.015487301440982836
162,163,3399.0,4431.0,0.9734182601132294,0.0,0.899377475522187,0.0,0.044075592791767974,0.9913226333694183,0.0,0.9388666533161788,0.0,0.015487301440982836
163,164,3231.0,4186.0,0.974582451137858,0.0,0.9034940361778878,0.0,0.04216893713773971,0.9928411125334438,0.0,0.9463657869060976,0.0,0.012744294260077551
164,165,3231.0,4186.0,0.974582451137858,0.0,0.9034940361778878,0.0,0.04216893713773971,0.9928411125334438,0.0,0.9463657869060976,0.0,0.012744294260077551
165,166,3231.0,4186.0,0.974582451137858,0.0,0.9034940361778878,0.0,0.04216893713773971,0.9928411125334438,0.0,0.9463657869060976,0.0,0.012744294260077551
166,167,3180.0,4134.0,0.9780831086219476,0.0,0.9092069677603789,0.0,0.03653769376434083,0.9931122985491952,0.0,0.9453955904984761,0.0,0.012184316625942533
167,168,3118.0,4082.0,0.979494312535831,0.0,0.9107235953703737,0.0,0.034696219964283376,0.9937466527145249,0.0,0.9450307381265243,0.0,0.011426137295704505
168,169,3118.0,4082.0,0.979494312535831,0.0,0.9107235953703737,0.0,0.034696219964283376,0.9937466527145249,0.0,0.9450307381265243,0.0,0.011426137295704505
169,170,3118.0,4082.0,0.979494312535831,0.0,0.9107235953703737,0.0,0.034696219964283376,0.9937466527145249,0.0,0.9450307381265243,0.0,0.011426137295704505
170,171,3085.0,4033.0,0.9799960410452393,0.0,0.9115044780386153,0.0,0.03382121696794232,0.9922678648393274,0.0,0.9437377525276771,0.0,0.013585516803263703
171,172,2907.0,3940.0,0.9783286141545273,0.0,0.9120115251661631,0.0,0.03614107966090596,0.9928980602205388,0.0,0.9451788736760386,0.0,0.012517977263904917
172,173,2817.0,3812.0,0.9831922041836036,0.0,0.9204056377020383,0.0,0.028479095022324995,0.994824952169428,0.0,0.9500353422159798,0.0,0.009469512746449917
173,174,2749.0,3779.0,0.9855586380000801,0.0,0.9252218331183021,0.0,0.024815725163411236,0.9950323985600763,0.0,0.9499530446884717,0.0,0.009190389479680532
174,175,2629.0,3590.0,0.9839411419535034,0.0,0.9221885778983122,0.0,0.027357351397579024,0.9954873378241798,0.0,0.953048346139743,0.0,0.008394936159996213
175,176,2629.0,3590.0,0.9839411419535034,0.0,0.9221885778983122,0.0,0.027357351397579024,0.9954873378241798,0.0,0.953048346139743,0.0,0.008394936159996213
176,177,2553.0,3517.0,0.9871007302576104,0.0,0.9295956788149842,0.0,0.02234812279357482,0.9961987756363926,0.0,0.9559525344438013,0.0,0.0071116197131696505
177,178,2490.0,3460.0,0.986604173779362,0.0,0.9291743933677633,0.0,0.022770073422956873,0.995543172744897,0.0,0.9541877096872419,0.0,0.008138562685297142
178,179,2490.0,3460.0,0.986604173779362,0.0,0.9291743933677633,0.0,0.022770073422956873,0.995543172744897,0.0,0.9541877096872419,0.0,0.008138562685297142
179,180,2490.0,3460.0,0.986604173779362,0.0,0.9291743933677633,0.0,0.022770073422956873,0.995543172744897,0.0,0.9541877096872419,0.0,0.008138562685297142
180,181,2379.0,3376.0,0.988324789617261,0.0,0.933050219482195,0.0,0.020203447978342705,0.9955062430564903,0.0,0.9568495774936381,0.0,0.00790332502215418
181,182,2331.0,3278.0,0.9885405186324775,0.0,0.9353101149883583,0.0,0.019851025160694882,0.9955517603129849,0.0,0.9589573086148137,0.0,0.007853208055073403
182,183,2331.0,3278.0,0.9885405186324775,0.0,0.9353101149883583,0.0,0.019851025160694882,0.9955517603129849,0.0,0.9589573086148137,0.0,0.007853208055073403
183,184,2272.0,3241.0,0.9893482073574053,0.0,0.9337498542427581,0.0,0.018715473933417763,0.9964027395532297,0.0,0.9571485918435835,0.0,0.006698632329417722
184,185,2250.0,3214.0,0.9880894787942299,0.0,0.935206298217436,0.0,0.020287086008283627,0.9965893920232867,0.0,0.9600985009962573,0.0,0.0062829933739164505
185,186,2217.0,3203.0,0.9902938620878722,0.0,0.9384125813889631,0.0,0.017127229415705367,0.9970745306396966,0.0,0.9624183768550092,0.0,0.0054798562535019885
186,187,2144.0,3101.0,0.9891181930261771,0.0,0.9387330592470275,0.0,0.018542408330989444,0.996761647996415,0.0,0.9599988295462755,0.0,0.0060439783763176136
187,188,2144.0,3101.0,0.9891181930261771,0.0,0.9387330592470275,0.0,0.018542408330989444,0.996761647996415,0.0,0.9599988295462755,0.0,0.0060439783763176136
188,189,2104.0,3066.0,0.9921785834321092,0.0,0.9439118610660779,0.0,0.014011372349101527,0.9969842196214547,0.0,0.9615414509785634,0.0,0.005605440805113876
189,190,2060.0,3004.0,0.990119324013868,0.0,0.9404723663076963,0.0,0.016970561613758938,0.9966462794191526,0.0,0.960671840437896,0.0,0.006245673775578169
190,191,2000.0,2924.0,0.9912002563999877,0.0,0.9425050685905368,0.0,0.01526901238427747,0.9961961883562634,0.0,0.9579340760227982,0.0,0.007036784392005397
191,192,2000.0,2924.0,0.9912002563999877,0.0,0.9425050685905368,0.0,0.01526901238427747,0.9961961883562634,0.0,0.9579340760227982,0.0,0.007036784392005397
192,193,2000.0,2924.0,0.9912002563999877,0.0,0.9425050685905368,0.0,0.01526901238427747,0.9961961883562634,0.0,0.9579340760227982,0.0,0.007036784392005397
193,194,1940.0,2907.0,0.9919889634939787,0.0,0.9450974786818278,0.0,0.013516132466300271,0.9972822234379759,0.0,0.9629469098650045,0.0,0.005083569070219704
194,195,1940.0,2907.0,0.9919889634939787,0.0,0.9450974786818278,0.0,0.013516132466300271,0.9972822234379759,0.0,0.9629469098650045,0.0,0.005083569070219704
195,196,1853.0,2854.0,0.99219473012618,0.0,0.9471963829635175,0.0,0.01327334190339992,0.9970857395655646,0.0,0.9642975037331073,0.0,0.005349199654754983
196,197,1853.0,2854.0,0.99219473012618,0.0,0.9471963829635175,0.0,0.01327334190339992,0.9970857395655646,0.0,0.9642975037331073,0.0,0.005349199654754983
197,198,1859.0,2825.0,0.9922585756701903,0.0,0.9488303686623811,0.0,0.012999559991863965,0.9965254007478365,0.0,0.9630923021636021,0.0,0.006163266535001095
198,199,1701.0,2665.0,0.9937035747973063,0.0,0.9520050554253665,0.0,0.01102407931634562,0.9970113873734882,0.0,0.9655557414870065,0.0,0.005354084252164678
199,200,1662.0,2590.0,0.9956580023989375,0.0,0.9555709358179143,0.0,0.007955407318116966,0.9975141821452261,0.0,0.9667572853886226,0.0,0.004542111927178008
200,201,1662.0,2590.0,0.9956580023989375,0.0,0.9555709358179143,0.0,0.007955407318116966,0.9975141821452261,0.0,0.9667572853886226,0.0,0.004542111927178008
201,202,1662.0,2590.0,0.9956580023989375,0.0,0.9555709358179143,0.0,0.007955407318116966,0.9975141821452261,0.0,0.9667572853886226,0.0,0.004542111927178008
202,203,1591.0,2562.0,0.9947906970260656,0.0,0.9542092810688613,0.0,0.009342453553156745,0.9975310610679727,0.0,0.9657249086268841,0.0,0.0046233418822655544
203,204,1591.0,2562.0,0.9947906970260656,0.0,0.9542092810688613,0.0,0.009342453553156745,0.9975310610679727,0.0,0.9657249086268841,0.0,0.0046233418822655544
204,205,1509.0,2449.0,0.9946349663380981,0.0,0.9553452471854746,0.0,0.009542212799686325,0.9969286599433044,0.0,0.9650016048017864,0.0,0.005487512614672859
205,206,1509.0,2449.0,0.9946349663380981,0.0,0.9553452471854746,0.0,0.009542212799686325,0.9969286599433044,0.0,0.9650016048017864,0.0,0.005487512614672859
206,207,1446.0,2404.0,0.9954286380288445,0.0,0.9578594185508533,0.0,0.008254420546405003,0.9978179031430661,0.0,0.9706206970966347,0.0,0.004024374524649675
207,208,1446.0,2404.0,0.9954286380288445,0.0,0.9578594185508533,0.0,0.008254420546405003,0.9978179031430661,0.0,0.9706206970966347,0.0,0.004024374524649675
208,209,1415.0,2314.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986259851739175,0.0,0.9717362858028535,0.0,0.00265254812843835
209,210,1415.0,2314.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986259851739175,0.0,0.9717362858028535,0.0,0.00265254812843835
210,211,1415.0,2314.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986259851739175,0.0,0.9717362858028535,0.0,0.00265254812843835
211,212,1415.0,2314.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986259851739175,0.0,0.9717362858028535,0.0,0.00265254812843835
212,213,1415.0,2314.0,0.9963175718956585,0.0,0.9612793536277566,0.0,0.006539162096388846,0.9986259851739175,0.0,0.9717362858028535,0.0,0.00265254812843835
213,214,1391.0,2306.0,0.9961709434293743,0.0,0.9613651153080838,0.0,0.006796005747217486,0.9983478486280121,0.0,0.9705612599934346,0.0,0.003145004846223152
214,215,1380.0,2325.0,0.9961223678233506,0.0,0.9610822522220925,0.0,0.006878149368954487,0.9984320649894152,0.0,0.9714089245267663,0.0,0.0029815544655866764
215,216,1349.0,2291.0,0.9968502634472257,0.0,0.9623400902002233,0.0,0.005839338215902922,0.9984305734368383,0.0,0.9713778343497078,0.0,0.0030128097146604974
216,217,1339.0,2234.0,0.9970181497913155,0.0,0.9627117241483074,0.0,0.0055876716420059066,0.9986229889619748,0.0,0.9730676769145377,0.0,0.002644077952165145
217,218,1311.0,2260.0,0.997101339285023,0.0,0.9650965006977541,0.0,0.005216900208249183,0.9985458096355326,0.0,0.9720627326619685,0.0,0.0028019633717678424
218,219,1311.0,2260.0,0.997101339285023,0.0,0.9650965006977541,0.0,0.005216900208249183,0.9985458096355326,0.0,0.9720627326619685,0.0,0.0028019633717678424
219,220,1269.0,2180.0,0.996705457637912,0.0,0.9639093784911209,0.0,0.005991815462990139,0.9987170380364113,0.0,0.9736675344483735,0.0,0.002468866296182946
220,221,1247.0,2220.0,0.9966357845700222,0.0,0.9626846415124147,0.0,0.0061616026423624475,0.9984650770586195,0.0,0.9713668613460401,0.0,0.0029517177338071326
221,222,1223.0,2154.0,0.9974414459693671,0.0,0.964107984487668,0.0,0.004818903281841751,0.9985695434088744,0.0,0.9728701628485186,0.0,0.0027351742962561957
222,223,1199.0,2139.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988046608522495,0.0,0.9735834080869209,0.0,0.002321031494127358
223,224,1199.0,2139.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988046608522495,0.0,0.9735834080869209,0.0,0.002321031494127358
224,225,1199.0,2139.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988046608522495,0.0,0.9735834080869209,0.0,0.002321031494127358
225,226,1199.0,2139.0,0.9974711173866319,0.0,0.9652785561945888,0.0,0.004738267456696326,0.9988046608522495,0.0,0.9735834080869209,0.0,0.002321031494127358
226,227,1175.0,2120.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987386498206298,0.0,0.9734078400282372,0.0,0.0024348806594466305
227,228,1175.0,2120.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987386498206298,0.0,0.9734078400282372,0.0,0.0024348806594466305
228,229,1175.0,2120.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987386498206298,0.0,0.9734078400282372,0.0,0.0024348806594466305
229,230,1175.0,2120.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987386498206298,0.0,0.9734078400282372,0.0,0.0024348806594466305
230,231,1175.0,2120.0,0.9973070257092542,0.0,0.9640086814893946,0.0,0.005059207525282316,0.9987386498206298,0.0,0.9734078400282372,0.0,0.0024348806594466305
231,232,1158.0,2079.0,0.9958172815981234,0.0,0.9614629137154742,0.0,0.007209640501946097,0.9984075330126296,0.0,0.9719731197986821,0.0,0.0030113386791891248
232,233,1164.0,2120.0,0.9966679092448482,0.0,0.9630352111881378,0.0,0.005953575194452861,0.9985605141420004,0.0,0.9733237136667846,0.0,0.0027317126655912838
233,234,1164.0,2120.0,0.9966679092448482,0.0,0.9630352111881378,0.0,0.005953575194452861,0.9985605141420004,0.0,0.9733237136667846,0.0,0.0027317126655912838
234,235,1149.0,2066.0,0.9970475612241264,0.0,0.9643577465742347,0.0,0.005398350973897773,0.9987027306656472,0.0,0.9756637066989273,0.0,0.002427390651361572
235,236,1149.0,2066.0,0.9970475612241264,0.0,0.9643577465742347,0.0,0.005398350973897773,0.9987027306656472,0.0,0.9756637066989273,0.0,0.002427390651361572
236,237,1119.0,2081.0,0.996338307038764,0.0,0.9633526798644364,0.0,0.006469190116234609,0.9982828350230276,0.0,0.9719859216362943,0.0,0.003218423203131749
237,238,1119.0,2081.0,0.996338307038764,0.0,0.9633526798644364,0.0,0.006469190116234609,0.9982828350230276,0.0,0.9719859216362943,0.0,0.003218423203131749
238,239,1083.0,2030.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.998627804396217,0.0,0.9737754356511061,0.0,0.002625684406500478
239,240,1083.0,2030.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.998627804396217,0.0,0.9737754356511061,0.0,0.002625684406500478
240,241,1083.0,2030.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.998627804396217,0.0,0.9737754356511061,0.0,0.002625684406500478
241,242,1083.0,2030.0,0.9968973455255349,0.0,0.9657840987312537,0.0,0.005650513337814683,0.998627804396217,0.0,0.9737754356511061,0.0,0.002625684406500478
242,243,1075.0,2029.0,0.9971845094181858,0.0,0.966942633711111,0.0,0.004967211747869692,0.9990029560828871,0.0,0.9765424614093178,0.0,0.0019350196713877504
243,244,1075.0,2029.0,0.9971845094181858,0.0,0.966942633711111,0.0,0.004967211747869692,0.9990029560828871,0.0,0.9765424614093178,0.0,0.0019350196713877504
244,245,1067.0,2038.0,0.9971477243837319,0.0,0.965400428056106,0.0,0.00523683106378395,0.9990424114495152,0.0,0.9763678077676063,0.0,0.0018633188539415647
245,246,1058.0,2001.0,0.997675456870128,0.0,0.9675655343366446,0.0,0.004333564668851383,0.9987821997481103,0.0,0.9758283017539433,0.0,0.00232436639124423
246,247,1033.0,1977.0,0.9969316634734676,0.0,0.964329159347459,0.0,0.00563414436806566,0.9988483890320593,0.0,0.9747566050623953,0.0,0.0022267321464713393
247,248,1033.0,1977.0,0.9969316634734676,0.0,0.964329159347459,0.0,0.00563414436806566,0.9988483890320593,0.0,0.9747566050623953,0.0,0.0022267321464713393
248,249,1032.0,1977.0,0.9975651045325581,0.0,0.9661873290878794,0.0,0.004564636099321473,0.9988890030388261,0.0,0.9753473184265079,0.0,0.0021527624148438146
249,250,1024.0,1990.0,0.9973854608064032,0.0,0.9662339714052502,0.0,0.00485540684238993,0.9989575371273094,0.0,0.9768359892574294,0.0,0.002008548363599318
250,251,1024.0,1990.0,0.9973854608064032,0.0,0.9662339714052502,0.0,0.00485540684238993,0.9989575371273094,0.0,0.9768359892574294,0.0,0.002008548363599318
251,252,1008.0,1989.0,0.997724898169068,0.0,0.9676407638807912,0.0,0.0042718345962352595,0.9989964734650968,0.0,0.9761949829598398,0.0,0.00194948449445353
252,253,1008.0,1989.0,0.997724898169068,0.0,0.9676407638807912,0.0,0.0042718345962352595,0.9989964734650968,0.0,0.9761949829598398,0.0,0.00194948449445353
253,254,1000.0,1967.0,0.9973423199817857,0.0,0.9673548916130341,0.0,0.004888260563861733,0.9990022823939377,0.0,0.9761474332772796,0.0,0.0019368745446869606
254,255,1000.0,1967.0,0.9973423199817857,0.0,0.9673548916130341,0.0,0.004888260563861733,0.9990022823939377,0.0,0.9761474332772796,0.0,0.0019368745446869606
255,256,991.0,1961.0,0.997186063793326,0.0,0.9664867426735828,0.0,0.00500286068550207,0.9990077426821937,0.0,0.9760815952552733,0.0,0.0019287772430680004
256,257,977.0,1931.0,0.996850180473464,0.0,0.966503293173295,0.0,0.005428706749520538,0.9988008559514315,0.0,0.9758795091043926,0.0,0.0022982316301583157
257,258,965.0,1935.0,0.9973721352202379,0.0,0.9667184496695542,0.0,0.004866063820989089,0.9989089319113497,0.0,0.9754323592049327,0.0,0.0021127409021829517
258,259,965.0,1935.0,0.9973721352202379,0.0,0.9667184496695542,0.0,0.004866063820989089,0.9989089319113497,0.0,0.9754323592049327,0.0,0.0021127409021829517
259,260,965.0,1935.0,0.9973721352202379,0.0,0.9667184496695542,0.0,0.004866063820989089,0.9989089319113497,0.0,0.9754323592049327,0.0,0.0021127409021829517
260,261,953.0,1944.0,0.9977324045287301,0.0,0.9672300105697509,0.0,0.004272690512188722,0.998975534059149,0.0,0.976095311509858,0.0,0.0019898091401888175
261,262,951.0,1924.0,0.9972183959025567,0.0,0.9681357742812756,0.0,0.004882717531416405,0.9990264644194595,0.0,0.9767253448037798,0.0,0.0018922617921613345
262,263,951.0,1924.0,0.9972183959025567,0.0,0.9681357742812756,0.0,0.004882717531416405,0.9990264644194595,0.0,0.9767253448037798,0.0,0.0018922617921613345
263,264,951.0,1936.0,0.9967379584604585,0.0,0.9653251985119595,0.0,0.005842323827661706,0.9987066102751617,0.0,0.9763650645166895,0.0,0.00242306210477839
264,265,951.0,1936.0,0.9967379584604585,0.0,0.9653251985119595,0.0,0.005842323827661706,0.9987066102751617,0.0,0.9763650645166895,0.0,0.00242306210477839
265,266,925.0,1906.0,0.9971995968138962,0.0,0.9656562085062046,0.0,0.005145514068435233,0.9986453753574175,0.0,0.9747438032247829,0.0,0.002570277777621801
266,267,925.0,1906.0,0.9971995968138962,0.0,0.9656562085062046,0.0,0.005145514068435233,0.9986453753574175,0.0,0.9747438032247829,0.0,0.002570277777621801
267,268,925.0,1906.0,0.9971995968138962,0.0,0.9656562085062046,0.0,0.005145514068435233,0.9986453753574175,0.0,0.9747438032247829,0.0,0.002570277777621801
268,269,915.0,1891.0,0.9965408653521706,0.0,0.9643095996659807,0.0,0.006124582622920194,0.9989074547762404,0.0,0.9755393459906931,0.0,0.002113733227567671
269,270,915.0,1891.0,0.9965408653521706,0.0,0.9643095996659807,0.0,0.006124582622920194,0.9989074547762404,0.0,0.9755393459906931,0.0,0.002113733227567671
270,271,915.0,1891.0,0.9965408653521706,0.0,0.9643095996659807,0.0,0.006124582622920194,0.9989074547762404,0.0,0.9755393459906931,0.0,0.002113733227567671
271,272,904.0,1861.0,0.9970618022874651,0.0,0.9669471474837599,0.0,0.005319377796550777,0.9991140885459768,0.0,0.9774166440348466,0.0,0.0017279011186599098
272,273,904.0,1861.0,0.9970618022874651,0.0,0.9669471474837599,0.0,0.005319377796550777,0.9991140885459768,0.0,0.9774166440348466,0.0,0.0017279011186599098
273,274,894.0,1861.0,0.9970459736594816,0.0,0.9675550022004641,0.0,0.005201358307839264,0.9987127127960741,0.0,0.9757002833778198,0.0,0.002434328345919948
274,275,894.0,1861.0,0.9970459736594816,0.0,0.9675550022004641,0.0,0.005201358307839264,0.9987127127960741,0.0,0.9757002833778198,0.0,0.002434328345919948
275,276,892.0,1858.0,0.9973659038907172,0.0,0.9669907806193647,0.0,0.004856491706627817,0.998949243151293,0.0,0.9765625785827086,0.0,0.002030615960315039
276,277,887.0,1865.0,0.997458757061897,0.0,0.9665589630359633,0.0,0.004725970197906965,0.9990189542294194,0.0,0.977043561910144,0.0,0.0019035512849829863
277,278,891.0,1876.0,0.9973989606374688,0.0,0.9673579007948,0.0,0.004749568487505084,0.9987973826523728,0.0,0.9754799088874928,0.0,0.0022964966804479943
278,279,891.0,1876.0,0.9973989606374688,0.0,0.9673579007948,0.0,0.004749568487505084,0.9987973826523728,0.0,0.9754799088874928,0.0,0.0022964966804479943
279,280,878.0,1874.0,0.9968798933776097,0.0,0.9653537857387352,0.0,0.0056509278427207136,0.9987982359043304,0.0,0.9748361593389863,0.0,0.002315571034089331
280,281,878.0,1874.0,0.9968798933776097,0.0,0.9653537857387352,0.0,0.0056509278427207136,0.9987982359043304,0.0,0.9748361593389863,0.0,0.002315571034089331
281,282,877.0,1880.0,0.9966134342043514,0.0,0.966832798576657,0.0,0.005738929203494259,0.9987177182787552,0.0,0.9757743511525769,0.0,0.002398186190759657
282,283,877.0,1880.0,0.9966134342043514,0.0,0.966832798576657,0.0,0.005738929203494259,0.9987177182787552,0.0,0.9757743511525769,0.0,0.002398186190759657
283,284,877.0,1880.0,0.9966134342043514,0.0,0.966832798576657,0.0,0.005738929203494259,0.9987177182787552,0.0,0.9757743511525769,0.0,0.002398186190759657
284,285,862.0,1833.0,0.9968309831107462,0.0,0.9653763546019792,0.0,0.005740251571883113,0.998846913207629,0.0,0.9756353597727856,0.0,0.0022181125274815645
285,286,862.0,1833.0,0.9968309831107462,0.0,0.9653763546019792,0.0,0.005740251571883113,0.998846913207629,0.0,0.9756353597727856,0.0,0.0022181125274815645
286,287,856.0,1827.0,0.9967380967500616,0.0,0.9659781909551518,0.0,0.005682365761079418,0.9987524132596542,0.0,0.974593838841324,0.0,0.00240440362226914
287,288,849.0,1814.0,0.9973656162483425,0.0,0.9674331303389466,0.0,0.004778103104074547,0.9986845790736985,0.0,0.9754725935517145,0.0,0.002474676422887107
288,289,849.0,1814.0,0.9973656162483425,0.0,0.9674331303389466,0.0,0.004778103104074547,0.9986845790736985,0.0,0.9754725935517145,0.0,0.002474676422887107
289,290,853.0,1826.0,0.9969564587993233,0.0,0.9668358077584228,0.0,0.005381712302194456,0.9989679098400454,0.0,0.9762681363176245,0.0,0.002002307714106808
290,291,853.0,1826.0,0.9969564587993233,0.0,0.9668358077584228,0.0,0.005381712302194456,0.9989679098400454,0.0,0.9762681363176245,0.0,0.002002307714106808
291,292,852.0,1833.0,0.9972857761288251,0.0,0.9678905259673578,0.0,0.004845007259177015,0.9983831727347785,0.0,0.9752083270467167,0.0,0.002973653136732
292,293,852.0,1833.0,0.9972857761288251,0.0,0.9678905259673578,0.0,0.004845007259177015,0.9983831727347785,0.0,0.9752083270467167,0.0,0.002973653136732
293,294,847.0,1817.0,0.9964830188111476,0.0,0.9668448353037203,0.0,0.006012612891728258,0.998586430195694,0.0,0.9754972828099668,0.0,0.002620054628233301
294,295,836.0,1818.0,0.9970763835432276,0.0,0.9673970201577564,0.0,0.005211887153623908,0.9985237535311705,0.0,0.9758356170897217,0.0,0.0026911831792982713
295,296,836.0,1818.0,0.9970763835432276,0.0,0.9673970201577564,0.0,0.005211887153623908,0.9985237535311705,0.0,0.9758356170897217,0.0,0.0026911831792982713
296,297,833.0,1835.0,0.9976508219602122,0.0,0.9682907471422176,0.0,0.004393409766795106,0.9988721267374374,0.0,0.9758310450048602,0.0,0.0021795152867363147
297,298,837.0,1809.0,0.9972556206979488,0.0,0.9686428214088236,0.0,0.004866213526530173,0.9989038792442284,0.0,0.976225158719926,0.0,0.0021185847196602227
298,299,829.0,1815.0,0.9976725583200446,0.0,0.9681117008271488,0.0,0.004348872501031836,0.9988828533334737,0.0,0.975412242031542,0.0,0.002164424439061932
299,300,821.0,1821.0,0.9969390536698631,0.0,0.9669787438923014,0.0,0.005354916069040985,0.9989036092443772,0.0,0.9754543052122683,0.0,0.0021251838941689157
300,301,821.0,1821.0,0.9969390536698631,0.0,0.9669787438923014,0.0,0.005354916069040985,0.9989036092443772,0.0,0.9754543052122683,0.0,0.0021251838941689157
301,302,821.0,1821.0,0.9969390536698631,0.0,0.9669787438923014,0.0,0.005354916069040985,0.9989036092443772,0.0,0.9754543052122683,0.0,0.0021251838941689157
302,303,829.0,1811.0,0.9975601427015948,0.0,0.968984363539249,0.0,0.004437518257945962,0.9992039080596349,0.0,0.9785404624938163,0.0,0.0015534923625785027
303,304,825.0,1837.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990523581916119,0.0,0.9766777951212198,0.0,0.0018444991018022332
304,305,825.0,1837.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990523581916119,0.0,0.9766777951212198,0.0,0.0018444991018022332
305,306,825.0,1837.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990523581916119,0.0,0.9766777951212198,0.0,0.0018444991018022332
306,307,825.0,1837.0,0.99736507691889,0.0,0.9686172433638137,0.0,0.004631295332586298,0.9990523581916119,0.0,0.9766777951212198,0.0,0.0018444991018022332
307,308,819.0,1822.0,0.9979081097669854,0.0,0.9696599248456853,0.0,0.003926034655689722,0.9990233528677744,0.0,0.9770911115927041,0.0,0.0018944307259156287
308,309,819.0,1822.0,0.9979081097669854,0.0,0.9696599248456853,0.0,0.003926034655689722,0.9990233528677744,0.0,0.9770911115927041,0.0,0.0018944307259156287
309,310,819.0,1822.0,0.9979081097669854,0.0,0.9696599248456853,0.0,0.003926034655689722,0.9990233528677744,0.0,0.9770911115927041,0.0,0.0018944307259156287
310,311,821.0,1785.0,0.9975671622818537,0.0,0.9674376441115954,0.0,0.004558842819340786,0.9989560914484934,0.0,0.976181266705255,0.0,0.002022545661118003
311,312,817.0,1795.0,0.9975299734417585,0.0,0.9672616069782923,0.0,0.0046346658285380486,0.999018578064578,0.0,0.9766969978776382,0.0,0.0019097440517400759
312,313,819.0,1789.0,0.9970869046162398,0.0,0.9669606888017062,0.0,0.005301466418107775,0.9988787325590435,0.0,0.9771532919468211,0.0,0.0021292320240519362
313,314,819.0,1804.0,0.9970082261293891,0.0,0.9668613858034327,0.0,0.005360144027993638,0.9985542622036947,0.0,0.9755338594888593,0.0,0.0026762019723690334
314,315,814.0,1796.0,0.9970182217019092,0.0,0.9666913670336613,0.0,0.00535727268260346,0.9988217756971963,0.0,0.9753902960242065,0.0,0.0022723858981385336
315,316,816.0,1798.0,0.9971780789516366,0.0,0.9672676253418242,0.0,0.005153989164785409,0.9988784468310454,0.0,0.976119086351138,0.0,0.002165484897636534
316,317,811.0,1784.0,0.9975531231213358,0.0,0.9671261937988286,0.0,0.00457914263434215,0.9989598124658625,0.0,0.9764647359666714,0.0,0.002013312430834612
317,318,811.0,1784.0,0.9975531231213358,0.0,0.9671261937988286,0.0,0.00457914263434215,0.9989598124658625,0.0,0.9764647359666714,0.0,0.002013312430834612
