Event id,Event name,Taxon,Type,Level-Placed
516,F_189,189,0,1000.0000
521,F_196,196,0,1000.0000
526,F_206,206,0,1000.0000
535,F_224,224,0,1000.0000
541,F_235,235,0,1000.0000
939,F_82,82,0,1000.0000
249,F_135,135,0,1012.2230
293,F_142,142,0,1012.2230
317,F_145,145,0,1012.2230
505,F_176,176,0,1012.2230
512,F_183,183,0,1012.2230
515,F_188,188,0,1012.2230
522,F_197,197,0,1012.2230
534,F_221,221,0,1012.2230
542,F_236,236,0,1012.2230
573,F_29,29,0,1012.2230
679,F_45,45,0,1012.2230
705,F_49,49,0,1012.2230
765,F_58,58,0,1012.2230
803,F_63,63,0,1012.2230
424,F_160,160,0,1038.1503
467,F_167,167,0,1038.1503
481,F_169,169,0,1038.1503
492,F_171,171,0,1038.1503
496,F_173,173,0,1038.1503
506,F_177,177,0,1038.1503
509,F_178,178,0,1038.1503
517,F_190,190,0,1038.1503
523,F_198,198,0,1038.1503
524,F_199,199,0,1038.1503
525,F_200,200,0,1038.1503
527,F_207,207,0,1038.1503
529,F_211,211,0,1038.1503
549,F_245,245,0,1038.1503
589,F_315,315,0,1038.1503
593,F_330,330,0,1038.1503
603,F_349,349,0,1038.1503
655,F_42,42,0,1038.1503
810,F_64,64,0,1038.1503
866,F_72,72,0,1038.1503
113,F_117,117,0,1038.1867
145,F_121,121,0,1038.1867
154,F_122,122,0,1038.1867
160,F_123,123,0,1038.1867
265,F_137,137,0,1038.1867
303,F_143,143,0,1038.1867
370,F_152,152,0,1038.1867
377,F_153,153,0,1038.1867
399,F_156,156,0,1038.1867
503,F_175,175,0,1038.1867
510,F_180,180,0,1038.1867
511,F_181,181,0,1038.1867
514,F_186,186,0,1038.1867
518,F_193,193,0,1038.1867
528,F_208,208,0,1038.1867
544,F_24,24,0,1038.1867
545,F_240,240,0,1038.1867
785,F_600,600,0,1038.1867
925,F_80,80,0,1038.1867
986,F_90,90,0,1038.1867
520,F_195,195,0,1039.1590
1912,L_72,72,1,1039.1590
539,F_233,233,0,1041.3901
600,F_345,345,0,1041.3901
924,F_8,8,0,1041.3901
1191,L_121,121,1,1041.3901
1363,L_145,145,1,1041.3901
1416,L_152,152,1,1041.3901
1423,L_153,153,1,1041.3901
1549,L_175,175,1,1041.3901
1562,L_189,189,1,1041.3901
1571,L_200,200,1,1041.3901
1811,L_58,58,1,1041.3901
1985,L_82,82,1,1041.3901
107,F_116,116,0,1044.4304
533,F_220,220,0,1044.4304
70,F_111,111,0,1045.1910
342,F_148,148,0,1045.1910
513,F_185,185,0,1045.1910
537,F_227,227,0,1045.1910
543,F_237,237,0,1045.1910
703,F_488,488,0,1045.1910
1558,L_183,183,1,1045.1910
2032,L_90,90,1,1045.1910
531,F_213,213,0,1049.1052
536,F_226,226,0,1049.1052
1970,L_8,8,1,1049.1052
1339,L_142,142,1,1051.7535
1701,L_42,42,1,1051.7535
1725,L_45,45,1,1051.7535
530,F_212,212,0,1112.0722
552,F_250,250,0,1132.0191
241,F_134,134,0,1132.8841
1569,L_198,198,1,1132.8841
1574,L_208,208,1,1132.8841
1587,L_235,235,1,1132.8841
1849,L_63,63,1,1132.8841
553,F_251,251,0,1138.8918
547,F_242,242,0,1145.1485
548,F_244,244,0,1145.1485
558,F_260,260,0,1145.1485
750,F_561,561,0,1145.1485
1153,L_116,116,1,1145.1485
1751,L_49,49,1,1145.1485
550,F_246,246,0,1145.1584
798,F_62,62,0,1145.1584
867,F_720,720,0,1145.1584
1295,L_135,135,1,1145.1584
1470,L_160,160,1,1145.1584
1551,L_176,176,1,1145.1584
1555,L_178,178,1,1145.1584
1557,L_181,181,1,1145.1584
1561,L_188,188,1,1145.1584
1595,L_245,245,1,1145.1584
391,F_155,155,0,1148.1977
1031,F_976,976,0,1148.1977
1445,L_156,156,1,1148.1977
1542,L_173,173,1,1148.1977
1575,L_211,211,1,1148.1977
1583,L_227,227,1,1148.1977
1591,L_240,240,1,1148.1977
1437,L_155,155,1,1148.2124
1844,L_62,62,1,1148.2124
610,F_363,363,0,1149.0436
1200,L_122,122,1,1149.0436
1579,L_220,220,1,1149.0436
1619,L_29,29,1,1149.0436
1856,L_64,64,1,1149.0436
1639,L_330,330,1,1149.0572
622,F_384,384,0,1170.0196
565,F_271,271,0,1173.5754
576,F_295,295,0,1173.5754
568,F_275,275,0,1178.0780
538,F_230,230,0,1181.3745
546,F_241,241,0,1181.3745
1159,L_117,117,1,1181.3837
1668,L_384,384,1,1183.6874
582,F_303,303,0,1183.7006
627,F_389,389,0,1186.4790
1568,L_197,197,1,1191.7692
1570,L_199,199,1,1191.7692
1584,L_230,230,1,1191.7692
1116,L_111,111,1,1193.5198
1513,L_167,167,1,1193.5198
1585,L_233,233,1,1193.5198
1589,L_237,237,1,1193.5198
1593,L_242,242,1,1193.5198
1596,L_246,246,1,1193.5198
555,F_255,255,0,1200.8518
557,F_259,259,0,1200.8518
567,F_274,274,0,1200.8518
597,F_338,338,0,1200.8518
1604,L_260,260,1,1200.9051
