Event id,Event name,Taxon,Type,Level-Placed
516,F_189,189,0,1000.0000
521,F_196,196,0,1000.0000
544,F_24,24,0,1000.0000
593,F_330,330,0,1000.0000
765,F_58,58,0,1012.0256
803,F_63,63,0,1012.0256
145,F_121,121,0,1012.0986
160,F_123,123,0,1012.0986
249,F_135,135,0,1012.0986
293,F_142,142,0,1012.0986
317,F_145,145,0,1012.0986
370,F_152,152,0,1012.0986
515,F_188,188,0,1012.0986
573,F_29,29,0,1012.0986
939,F_82,82,0,1012.0986
986,F_90,90,0,1012.0986
1639,L_330,330,1,1012.0986
505,F_176,176,0,1014.3944
679,F_45,45,0,1014.3944
1416,L_152,152,1,1014.3944
377,F_153,153,0,1022.8972
514,F_186,186,0,1022.8972
518,F_193,193,0,1022.8972
526,F_206,206,0,1022.8972
527,F_207,207,0,1022.8972
655,F_42,42,0,1022.8972
866,F_72,72,0,1022.8972
1191,L_121,121,1,1022.8972
1985,L_82,82,1,1022.8972
2032,L_90,90,1,1022.8972
113,F_117,117,0,1022.9156
154,F_122,122,0,1022.9156
303,F_143,143,0,1022.9156
492,F_171,171,0,1022.9156
503,F_175,175,0,1022.9156
525,F_200,200,0,1022.9156
810,F_64,64,0,1022.9156
510,F_180,180,0,1023.3939
512,F_183,183,0,1023.3939
1363,L_145,145,1,1023.3939
1423,L_153,153,1,1023.3939
1549,L_175,175,1,1023.3939
1562,L_189,189,1,1023.3939
1571,L_200,200,1,1023.3939
1811,L_58,58,1,1023.3939
1912,L_72,72,1,1023.3939
533,F_220,220,0,1025.6373
531,F_213,213,0,1026.2603
536,F_226,226,0,1026.2603
537,F_227,227,0,1026.2603
543,F_237,237,0,1026.2603
1558,L_183,183,1,1026.2603
1701,L_42,42,1,1026.2603
1339,L_142,142,1,1028.8658
1551,L_176,176,1,1028.8658
1561,L_188,188,1,1028.8658
1583,L_227,227,1,1028.8658
550,F_246,246,0,1049.3911
552,F_250,250,0,1049.3911
391,F_155,155,0,1053.3541
496,F_173,173,0,1053.3541
555,F_255,255,0,1053.3541
798,F_62,62,0,1053.3541
1206,L_123,123,1,1053.3541
1295,L_135,135,1,1053.3541
1579,L_220,220,1,1053.3541
1590,L_24,24,1,1053.3541
1596,L_246,246,1,1053.3541
1619,L_29,29,1,1053.3541
1725,L_45,45,1,1053.3541
1849,L_63,63,1,1053.3541
1856,L_64,64,1,1053.3541
1437,L_155,155,1,1053.3769
1844,L_62,62,1,1053.3769
107,F_116,116,0,1089.6055
342,F_148,148,0,1089.6055
424,F_160,160,0,1089.6055
467,F_167,167,0,1089.6055
481,F_169,169,0,1089.6055
506,F_177,177,0,1089.6055
509,F_178,178,0,1089.6055
511,F_181,181,0,1089.6055
513,F_185,185,0,1089.6055
517,F_190,190,0,1089.6055
520,F_195,195,0,1089.6055
522,F_197,197,0,1089.6055
523,F_198,198,0,1089.6055
524,F_199,199,0,1089.6055
528,F_208,208,0,1089.6055
529,F_211,211,0,1089.6055
541,F_235,235,0,1089.6055
542,F_236,236,0,1089.6055
705,F_49,49,0,1089.6055
924,F_8,8,0,1089.6055
925,F_80,80,0,1089.6055
1601,L_255,255,1,1089.6055
70,F_111,111,0,1091.6731
399,F_156,156,0,1091.6731
535,F_224,224,0,1091.6731
1470,L_160,160,1,1091.6731
1542,L_173,173,1,1091.6731
1557,L_181,181,1,1091.6731
1970,L_8,8,1,1091.6731
534,F_221,221,0,1092.2016
1153,L_116,116,1,1092.2016
1555,L_178,178,1,1092.2016
1569,L_198,198,1,1092.2016
1574,L_208,208,1,1092.2016
1587,L_235,235,1,1092.2016
1751,L_49,49,1,1092.2016
539,F_233,233,0,1093.1397
545,F_240,240,0,1093.1397
547,F_242,242,0,1093.1397
546,F_241,241,0,1096.3829
553,F_251,251,0,1099.0872
265,F_137,137,0,1102.8702
530,F_212,212,0,1102.8702
548,F_244,244,0,1102.8702
1575,L_211,211,1,1105.0538
1591,L_240,240,1,1105.0538
1116,L_111,111,1,1105.0658
1445,L_156,156,1,1105.0658
1200,L_122,122,1,1105.7377
1585,L_233,233,1,1105.7377
1593,L_242,242,1,1105.7377
568,F_275,275,0,1109.6184
538,F_230,230,0,1129.4703
582,F_303,303,0,1129.4703
549,F_245,245,0,1134.5004
1513,L_167,167,1,1134.5004
1559,L_185,185,1,1134.5004
1563,L_190,190,1,1134.5004
1589,L_237,237,1,1134.5087
562,F_267,267,0,1134.5116
1159,L_117,117,1,1134.5116
1311,L_137,137,1,1134.5116
1566,L_195,195,1,1134.5116
1568,L_197,197,1,1134.5116
1570,L_199,199,1,1134.5116
1580,L_221,221,1,1134.5116
1584,L_230,230,1,1134.5116
1595,L_245,245,1,1134.5116
566,F_272,272,0,1136.9958
564,F_270,270,0,1143.0997
567,F_274,274,0,1143.0997
560,F_264,264,0,1145.2280
1388,L_148,148,1,1145.2280
540,F_234,234,0,1146.9222
557,F_259,259,0,1146.9222
569,F_281,281,0,1146.9222
577,F_296,296,0,1147.3236
579,F_298,298,0,1147.3236
578,F_297,297,0,1149.8610
