Event id,Event name,Taxon,Type,Level-Placed
510,F_180,180,0,1000.0000
516,F_189,189,0,1000.0000
521,F_196,196,0,1000.0000
526,F_206,206,0,1000.0000
593,F_330,330,0,1000.0000
705,F_49,49,0,1000.0000
746,F_553,553,0,1000.0000
160,F_123,123,0,1012.3293
249,F_135,135,0,1012.3293
342,F_148,148,0,1012.3293
399,F_156,156,0,1012.3293
424,F_160,160,0,1012.3293
496,F_173,173,0,1012.3293
505,F_176,176,0,1012.3293
506,F_177,177,0,1012.3293
509,F_178,178,0,1012.3293
511,F_181,181,0,1012.3293
512,F_183,183,0,1012.3293
513,F_185,185,0,1012.3293
515,F_188,188,0,1012.3293
517,F_190,190,0,1012.3293
524,F_199,199,0,1012.3293
527,F_207,207,0,1012.3293
534,F_221,221,0,1012.3293
555,F_255,255,0,1012.3293
573,F_29,29,0,1012.3293
655,F_42,42,0,1012.3293
679,F_45,45,0,1012.3293
731,F_532,532,0,1012.3293
803,F_63,63,0,1012.3293
925,F_80,80,0,1012.3293
986,F_90,90,0,1012.3293
293,F_142,142,0,1013.8935
317,F_145,145,0,1013.8935
529,F_211,211,0,1013.8935
765,F_58,58,0,1013.8935
1558,L_183,183,1,1013.8935
113,F_117,117,0,1026.9698
154,F_122,122,0,1026.9698
265,F_137,137,0,1026.9698
492,F_171,171,0,1026.9698
518,F_193,193,0,1026.9698
525,F_200,200,0,1026.9698
541,F_235,235,0,1026.9698
866,F_72,72,0,1026.9698
1701,L_42,42,1,1026.9698
785,F_600,600,0,1027.0173
1038,F_987,987,0,1027.0173
1639,L_330,330,1,1027.0173
241,F_134,134,0,1130.3886
544,F_24,24,0,1130.3886
303,F_143,143,0,1130.4068
377,F_153,153,0,1130.4068
503,F_175,175,0,1130.4068
514,F_186,186,0,1130.4068
520,F_195,195,0,1130.4068
522,F_197,197,0,1130.4068
523,F_198,198,0,1130.4068
590,F_323,323,0,1130.4068
810,F_64,64,0,1130.4068
107,F_116,116,0,1130.8972
145,F_121,121,0,1130.8972
370,F_152,152,0,1130.8972
391,F_155,155,0,1130.8972
530,F_212,212,0,1130.8972
549,F_245,245,0,1130.8972
584,F_308,308,0,1130.8972
939,F_82,82,0,1130.8972
1562,L_189,189,1,1130.8972
1571,L_200,200,1,1130.8972
47,F_1077,1077,0,1132.2064
467,F_167,167,0,1132.2064
528,F_208,208,0,1132.2064
535,F_224,224,0,1132.2064
545,F_240,240,0,1132.2064
574,F_293,293,0,1132.2064
597,F_338,338,0,1132.2064
756,F_568,568,0,1132.2064
798,F_62,62,0,1132.2064
924,F_8,8,0,1132.2064
1191,L_121,121,1,1132.2064
1363,L_145,145,1,1132.2064
1423,L_153,153,1,1132.2064
1549,L_175,175,1,1132.2064
1811,L_58,58,1,1132.2064
1912,L_72,72,1,1132.2064
70,F_111,111,0,1135.9628
542,F_236,236,0,1135.9628
1416,L_152,152,1,1135.9628
1470,L_160,160,1,1135.9628
1557,L_181,181,1,1135.9628
1985,L_82,82,1,1135.9628
2032,L_90,90,1,1135.9628
481,F_169,169,0,1137.4962
531,F_213,213,0,1137.4962
537,F_227,227,0,1137.4962
703,F_488,488,0,1137.4962
1574,L_208,208,1,1138.2336
1601,L_255,255,1,1171.3835
550,F_246,246,0,1182.2213
1569,L_198,198,1,1182.2213
1587,L_235,235,1,1182.2213
533,F_220,220,0,1186.2133
536,F_226,226,0,1186.2133
539,F_233,233,0,1186.2133
547,F_242,242,0,1186.2133
552,F_250,250,0,1186.2133
553,F_251,251,0,1186.2133
559,F_261,261,0,1186.2133
589,F_315,315,0,1186.2133
800,F_622,622,0,1186.2133
1542,L_173,173,1,1186.2133
1596,L_246,246,1,1188.3058
543,F_237,237,0,1192.4662
548,F_244,244,0,1192.4662
556,F_258,258,0,1194.8769
558,F_260,260,0,1194.8769
