Event id,Event name,Taxon,Type,Level-Placed
467,F_167,167,0,1000.0000
512,F_183,183,0,1000.0000
516,F_189,189,0,1000.0000
520,F_195,195,0,1000.0000
521,F_196,196,0,1000.0000
545,F_240,240,0,1000.0000
70,F_111,111,0,1012.2078
107,F_116,116,0,1012.2078
145,F_121,121,0,1012.2078
249,F_135,135,0,1012.2078
293,F_142,142,0,1012.2078
317,F_145,145,0,1012.2078
342,F_148,148,0,1012.2078
370,F_152,152,0,1012.2078
391,F_155,155,0,1012.2078
399,F_156,156,0,1012.2078
496,F_173,173,0,1012.2078
505,F_176,176,0,1012.2078
509,F_178,178,0,1012.2078
515,F_188,188,0,1012.2078
517,F_190,190,0,1012.2078
522,F_197,197,0,1012.2078
524,F_199,199,0,1012.2078
527,F_207,207,0,1012.2078
534,F_221,221,0,1012.2078
535,F_224,224,0,1012.2078
544,F_24,24,0,1012.2078
558,F_260,260,0,1012.2078
573,F_29,29,0,1012.2078
679,F_45,45,0,1012.2078
705,F_49,49,0,1012.2078
765,F_58,58,0,1012.2078
798,F_62,62,0,1012.2078
803,F_63,63,0,1012.2078
939,F_82,82,0,1012.2078
986,F_90,90,0,1012.2078
160,F_123,123,0,1038.1029
377,F_153,153,0,1038.1029
510,F_180,180,0,1038.1029
514,F_186,186,0,1038.1029
518,F_193,193,0,1038.1029
526,F_206,206,0,1038.1029
549,F_245,245,0,1038.1029
655,F_42,42,0,1038.1029
303,F_143,143,0,1038.1393
481,F_169,169,0,1038.1393
525,F_200,200,0,1038.1393
542,F_236,236,0,1038.1393
810,F_64,64,0,1038.1393
492,F_171,171,0,1040.3615
1416,L_152,152,1,1040.3615
154,F_122,122,0,1041.1339
503,F_175,175,0,1041.1339
523,F_198,198,0,1041.1339
541,F_235,235,0,1041.1339
593,F_330,330,0,1041.1339
691,F_466,466,0,1041.1339
1701,L_42,42,1,1041.1339
113,F_117,117,0,1041.1622
265,F_137,137,0,1041.1622
424,F_160,160,0,1041.1622
513,F_185,185,0,1041.1622
528,F_208,208,0,1041.1622
555,F_255,255,0,1041.1622
800,F_622,622,0,1041.1622
866,F_72,72,0,1041.1622
924,F_8,8,0,1041.1622
1191,L_121,121,1,1041.1622
