Event id,Event name,Taxon,Type,Level-Placed
516,F_189,189,0,1000.0000
521,F_196,196,0,1000.0000
526,F_206,206,0,1000.0000
834,F_672,672,0,1000.0000
939,F_82,82,0,1000.0000
145,F_121,121,0,1012.0408
249,F_135,135,0,1012.0408
293,F_142,142,0,1012.0408
317,F_145,145,0,1012.0408
342,F_148,148,0,1012.0408
424,F_160,160,0,1012.0408
505,F_176,176,0,1012.0408
506,F_177,177,0,1012.0408
510,F_180,180,0,1012.0408
512,F_183,183,0,1012.0408
515,F_188,188,0,1012.0408
517,F_190,190,0,1012.0408
520,F_195,195,0,1012.0408
541,F_235,235,0,1012.0408
542,F_236,236,0,1012.0408
544,F_24,24,0,1012.0408
545,F_240,240,0,1012.0408
573,F_29,29,0,1012.0408
655,F_42,42,0,1012.0408
679,F_45,45,0,1012.0408
689,F_461,461,0,1012.0408
721,F_515,515,0,1012.0408
765,F_58,58,0,1012.0408
798,F_62,62,0,1012.0408
800,F_622,622,0,1012.0408
803,F_63,63,0,1012.0408
986,F_90,90,0,1012.0408
1031,F_976,976,0,1012.0408
107,F_116,116,0,1037.5816
154,F_122,122,0,1037.5816
160,F_123,123,0,1037.5816
370,F_152,152,0,1037.5816
391,F_155,155,0,1037.5816
503,F_175,175,0,1037.5816
514,F_186,186,0,1037.5816
518,F_193,193,0,1037.5816
527,F_207,207,0,1037.5816
549,F_245,245,0,1037.5816
558,F_260,260,0,1037.5816
559,F_261,261,0,1037.5816
924,F_8,8,0,1037.5816
1416,L_152,152,1,1040.9232
70,F_111,111,0,1041.9622
467,F_167,167,0,1041.9622
481,F_169,169,0,1041.9622
525,F_200,200,0,1041.9622
1558,L_183,183,1,1041.9622
1701,L_42,42,1,1041.9622
523,F_198,198,0,1043.0667
925,F_80,80,0,1043.0667
1605,L_261,261,1,1043.0667
2032,L_90,90,1,1043.0667
303,F_143,143,0,1043.0811
492,F_171,171,0,1043.0811
496,F_173,173,0,1043.0811
528,F_208,208,0,1043.0811
539,F_233,233,0,1043.0811
555,F_255,255,0,1043.0811
810,F_64,64,0,1043.0811
866,F_72,72,0,1043.0811
113,F_117,117,0,1043.1057
377,F_153,153,0,1043.1057
1844,L_62,62,1,1043.1057
511,F_181,181,0,1043.4249
535,F_224,224,0,1043.4249
1363,L_145,145,1,1043.4249
1811,L_58,58,1,1043.4249
509,F_178,178,0,1094.9237
522,F_197,197,0,1094.9237
524,F_199,199,0,1094.9237
529,F_211,211,0,1094.9237
584,F_308,308,0,1094.9237
593,F_330,330,0,1094.9237
705,F_49,49,0,1094.9237
1191,L_121,121,1,1094.9237
1423,L_153,153,1,1094.9237
1549,L_175,175,1,1094.9237
1562,L_189,189,1,1094.9237
1571,L_200,200,1,1094.9237
1912,L_72,72,1,1094.9237
1985,L_82,82,1,1094.9237
513,F_185,185,0,1096.4213
531,F_213,213,0,1096.4213
533,F_220,220,0,1099.5165
537,F_227,227,0,1099.5165
543,F_237,237,0,1099.5165
589,F_315,315,0,1099.5165
1542,L_173,173,1,1099.5165
1569,L_198,198,1,1099.5165
1587,L_235,235,1,1099.5165
536,F_226,226,0,1111.9646
552,F_250,250,0,1111.9646
556,F_258,258,0,1111.9646
1555,L_178,178,1,1111.9646
1557,L_181,181,1,1111.9646
1751,L_49,49,1,1111.9646
399,F_156,156,0,1113.5951
530,F_212,212,0,1113.5951
534,F_221,221,0,1113.5951
610,F_363,363,0,1113.5951
1574,L_208,208,1,1113.5951
1619,L_29,29,1,1113.5951
1725,L_45,45,1,1113.5951
1849,L_63,63,1,1113.5951
1856,L_64,64,1,1113.5951
553,F_251,251,0,1118.0930
1583,L_227,227,1,1118.0930
265,F_137,137,0,1118.1009
731,F_532,532,0,1118.1009
807,F_636,636,0,1118.1009
1295,L_135,135,1,1118.1009
1579,L_220,220,1,1118.1009
1595,L_245,245,1,1118.1009
547,F_242,242,0,1122.2398
548,F_244,244,0,1122.2398
1339,L_142,142,1,1122.2398
1970,L_8,8,1,1122.2398
1153,L_116,116,1,1124.6358
1445,L_156,156,1,1124.6358
1561,L_188,188,1,1124.6358
1575,L_211,211,1,1124.6358
1591,L_240,240,1,1124.6358
1635,L_315,315,1,1124.6958
1200,L_122,122,1,1125.3660
1437,L_155,155,1,1125.3660
1593,L_242,242,1,1125.3780
590,F_323,323,0,1146.6982
622,F_384,384,0,1146.6982
1470,L_160,160,1,1146.6982
1551,L_176,176,1,1146.6982
1585,L_233,233,1,1146.6982
538,F_230,230,0,1149.6504
1580,L_221,221,1,1149.6504
576,F_295,295,0,1152.6130
1668,L_384,384,1,1154.9560
546,F_241,241,0,1177.2298
550,F_246,246,0,1177.2298
1601,L_255,255,1,1177.2298
568,F_275,275,0,1180.6805
582,F_303,303,0,1180.6805
604,F_351,351,0,1189.2629
1568,L_197,197,1,1193.7209
1116,L_111,111,1,1193.7279
1159,L_117,117,1,1193.7279
1311,L_137,137,1,1193.7279
1589,L_237,237,1,1193.7279
1590,L_24,24,1,1195.2069
1596,L_246,246,1,1195.2069
