Event id,Event name,Taxon,Type,Level-Placed
160,F_123,123,0,1000.0000
516,F_189,189,0,1000.0000
521,F_196,196,0,1000.0000
526,F_206,206,0,1000.0000
542,F_236,236,0,1000.0000
924,F_8,8,0,1000.0000
939,F_82,82,0,1000.0000
70,F_111,111,0,1012.3596
249,F_135,135,0,1012.3596
293,F_142,142,0,1012.3596
317,F_145,145,0,1012.3596
481,F_169,169,0,1012.3596
505,F_176,176,0,1012.3596
510,F_180,180,0,1012.3596
511,F_181,181,0,1012.3596
512,F_183,183,0,1012.3596
513,F_185,185,0,1012.3596
515,F_188,188,0,1012.3596
520,F_195,195,0,1012.3596
534,F_221,221,0,1012.3596
539,F_233,233,0,1012.3596
541,F_235,235,0,1012.3596
573,F_29,29,0,1012.3596
574,F_293,293,0,1012.3596
655,F_42,42,0,1012.3596
679,F_45,45,0,1012.3596
703,F_488,488,0,1012.3596
765,F_58,58,0,1012.3596
798,F_62,62,0,1012.3596
803,F_63,63,0,1012.3596
925,F_80,80,0,1012.3596
986,F_90,90,0,1012.3596
107,F_116,116,0,1038.5768
145,F_121,121,0,1038.5768
154,F_122,122,0,1038.5768
370,F_152,152,0,1038.5768
492,F_171,171,0,1038.5768
503,F_175,175,0,1038.5768
514,F_186,186,0,1038.5768
518,F_193,193,0,1038.5768
529,F_211,211,0,1038.5768
544,F_24,24,0,1038.5768
549,F_245,245,0,1038.5768
593,F_330,330,0,1038.5768
810,F_64,64,0,1038.5768
866,F_72,72,0,1038.6479
1639,L_330,330,1,1038.6479
377,F_153,153,0,1039.6771
1558,L_183,183,1,1039.6771
113,F_117,117,0,1041.3362
524,F_199,199,0,1041.3362
525,F_200,200,0,1041.3362
527,F_207,207,0,1041.3362
528,F_208,208,0,1041.3362
535,F_224,224,0,1041.3362
1701,L_42,42,1,1041.3362
2032,L_90,90,1,1041.3362
303,F_143,143,0,1041.3506
342,F_148,148,0,1041.7438
424,F_160,160,0,1041.7438
558,F_260,260,0,1041.7438
1363,L_145,145,1,1041.7438
1416,L_152,152,1,1041.7438
1549,L_175,175,1,1041.7438
1562,L_189,189,1,1041.7438
1571,L_200,200,1,1041.7438
391,F_155,155,0,1102.9594
522,F_197,197,0,1102.9594
559,F_261,261,0,1102.9594
610,F_363,363,0,1102.9594
705,F_49,49,0,1102.9594
1423,L_153,153,1,1102.9594
1811,L_58,58,1,1102.9594
1912,L_72,72,1,1102.9594
1985,L_82,82,1,1102.9594
265,F_137,137,0,1104.8040
467,F_167,167,0,1104.8040
496,F_173,173,0,1104.8040
506,F_177,177,0,1104.8040
509,F_178,178,0,1104.8040
517,F_190,190,0,1104.8040
523,F_198,198,0,1104.8040
531,F_213,213,0,1104.8040
533,F_220,220,0,1104.8040
536,F_226,226,0,1104.8040
537,F_227,227,0,1104.8040
543,F_237,237,0,1104.8040
744,F_550,550,0,1104.8040
1191,L_121,121,1,1104.8040
1295,L_135,135,1,1107.4819
1849,L_63,63,1,1107.4819
550,F_246,246,0,1127.2593
600,F_345,345,0,1127.2593
1587,L_235,235,1,1128.1219
241,F_134,134,0,1131.2233
399,F_156,156,0,1131.2233
556,F_258,258,0,1131.2233
746,F_553,553,0,1131.2233
1153,L_116,116,1,1131.2233
1542,L_173,173,1,1131.2233
1551,L_176,176,1,1131.2233
1557,L_181,181,1,1131.2233
1569,L_198,198,1,1131.2233
552,F_250,250,0,1131.7604
1605,L_261,261,1,1131.7604
545,F_240,240,0,1131.7756
1574,L_208,208,1,1131.7756
1844,L_62,62,1,1131.7756
547,F_242,242,0,1135.7380
553,F_251,251,0,1135.7380
1339,L_142,142,1,1135.7380
1470,L_160,160,1,1135.7380
1583,L_227,227,1,1135.7380
1725,L_45,45,1,1135.7380
1856,L_64,64,1,1135.7380
530,F_212,212,0,1137.1390
548,F_244,244,0,1137.1390
691,F_466,466,0,1137.1390
1561,L_188,188,1,1137.1390
589,F_315,315,0,1139.5173
1445,L_156,156,1,1139.5173
1575,L_211,211,1,1139.5173
1591,L_240,240,1,1139.5173
1619,L_29,29,1,1139.5173
1200,L_122,122,1,1140.2491
1751,L_49,49,1,1140.2491
1595,L_245,245,1,1140.2548
1206,L_123,123,1,1141.9905
721,F_515,515,0,1142.0023
1116,L_111,111,1,1142.0023
1437,L_155,155,1,1142.0023
1579,L_220,220,1,1142.0023
538,F_230,230,0,1145.0326
546,F_241,241,0,1145.0326
555,F_255,255,0,1145.0326
584,F_308,308,0,1145.0326
807,F_636,636,0,1145.0326
1590,L_24,24,1,1145.0326
834,F_672,672,0,1145.0411
1159,L_117,117,1,1145.0411
1311,L_137,137,1,1145.0411
1589,L_237,237,1,1145.0411
1593,L_242,242,1,1145.0411
562,F_267,267,0,1149.6015
1584,L_230,230,1,1149.6015
622,F_384,384,0,1169.4535
568,F_275,275,0,1169.6063
627,F_389,389,0,1172.1362
540,F_234,234,0,1178.9323
551,F_248,248,0,1178.9323
560,F_264,264,0,1178.9323
1596,L_246,246,1,1178.9323
557,F_259,259,0,1182.2598
564,F_270,270,0,1182.2598
567,F_274,274,0,1182.2598
569,F_281,281,0,1182.2598
566,F_272,272,0,1184.7791
571,F_287,287,0,1184.7791
585,F_31,31,0,1184.7791
1601,L_255,255,1,1205.0624
577,F_296,296,0,1205.4274
578,F_297,297,0,1207.7687
532,F_217,217,0,1207.8078
561,F_265,265,0,1207.8078
579,F_298,298,0,1207.8078
1604,L_260,260,1,1207.8078
1635,L_315,315,1,1207.8078
570,F_285,285,0,1208.0684
575,F_294,294,0,1208.0684
597,F_338,338,0,1208.0684
1606,L_264,264,1,1208.0684
1607,L_265,265,1,1208.0684
654,F_419,419,0,1214.8498
1538,L_171,171,1,1215.2259
1612,L_272,272,1,1215.2259
1599,L_251,251,1,1215.2312
592,F_328,328,0,1215.7152
1567,L_196,196,1,1215.7152
1592,L_241,241,1,1215.7152
583,F_307,307,0,1228.1017
572,F_289,289,0,1229.1989
1616,L_285,285,1,1229.1989
581,F_302,302,0,1229.8836
1617,L_287,287,1,1229.8836
565,F_271,271,0,1233.6131
580,F_300,300,0,1234.5208
586,F_311,311,0,1234.5208
1624,L_297,297,1,1234.5208
1625,L_298,298,1,1234.5208
576,F_295,295,0,1234.5263
1556,L_180,180,1,1234.5263
1594,L_244,244,1,1234.5263
1603,L_259,259,1,1234.5263
1627,L_302,302,1,1234.5263
1631,L_31,31,1,1234.5263
1613,L_274,274,1,1235.9379
1668,L_384,384,1,1235.9379
1031,F_976,976,0,1235.9772
1578,L_217,217,1,1235.9772
1582,L_226,226,1,1235.9772
1630,L_308,308,1,1235.9772
590,F_323,323,0,1236.8988
598,F_339,339,0,1236.8988
628,F_391,391,0,1236.8988
1564,L_193,193,1,1236.8988
1580,L_221,221,1,1236.8988
1615,L_281,281,1,1237.8721
1577,L_213,213,1,1237.8956
1586,L_234,234,1,1237.8956
602,F_347,347,0,1240.5531
594,F_332,332,0,1240.5557
596,F_336,336,0,1240.5557
775,F_590,590,0,1240.5557
1636,L_323,323,1,1240.5609
612,F_365,365,0,1241.5532
615,F_368,368,0,1241.5532
876,F_732,732,0,1241.5532
1555,L_178,178,1,1241.5532
620,F_380,380,0,1247.3506
785,F_600,600,0,1247.3506
1970,L_8,8,1,1247.3506
582,F_303,303,0,1253.3633
601,F_346,346,0,1253.3633
1585,L_233,233,1,1253.3633
328,F_1460,1460,0,1256.7608
588,F_313,313,0,1256.7608
599,F_341,341,0,1256.7608
617,F_372,372,0,1256.7608
624,F_386,386,0,1256.7608
626,F_388,388,0,1256.7608
867,F_720,720,0,1256.7608
1513,L_167,167,1,1256.7608
1563,L_190,190,1,1256.7608
1566,L_195,195,1,1256.7608
1568,L_197,197,1,1256.7608
1570,L_199,199,1,1256.7608
1588,L_236,236,1,1256.7608
1608,L_267,267,1,1256.7608
1621,L_294,294,1,1256.7608
1971,L_80,80,1,1256.7608
611,F_364,364,0,1261.0936
1388,L_148,148,1,1261.0936
1527,L_169,169,1,1261.0936
614,F_367,367,0,1262.0487
621,F_381,381,0,1262.0487
554,F_254,254,0,1272.7976
595,F_334,334,0,1272.7976
618,F_374,374,0,1272.7976
619,F_378,378,0,1272.7976
631,F_394,394,0,1272.7976
1581,L_224,224,1,1272.7976
1610,L_270,270,1,1272.7976
613,F_366,366,0,1277.9049
606,F_355,355,0,1278.3776
607,F_357,357,0,1278.3776
608,F_361,361,0,1278.3776
609,F_362,362,0,1278.3776
616,F_371,371,0,1278.3776
623,F_385,385,0,1278.3776
656,F_420,420,0,1278.3776
1598,L_250,250,1,1278.3822
591,F_325,325,0,1278.7022
463,F_1664,1664,0,1279.4108
603,F_349,349,0,1279.4108
633,F_396,396,0,1279.4108
1559,L_185,185,1,1279.4108
1560,L_186,186,1,1279.4108
1663,L_372,372,1,1279.4108
638,F_401,401,0,1279.4118
1632,L_311,311,1,1279.4118
625,F_387,387,0,1279.8886
629,F_392,392,0,1281.7472
635,F_398,398,0,1281.7472
637,F_400,400,0,1281.7472
641,F_404,404,0,1281.7472
1644,L_339,339,1,1281.7472
1657,L_364,364,1,1281.7472
639,F_402,402,0,1288.6838
197,F_128,128,0,1288.9537
519,F_194,194,0,1288.9537
563,F_268,268,0,1288.9537
642,F_405,405,0,1288.9537
647,F_410,410,0,1288.9537
1673,L_389,389,1,1288.9537
636,F_399,399,0,1290.3278
643,F_406,406,0,1290.3278
648,F_411,411,0,1290.3278
652,F_415,415,0,1290.3278
756,F_568,568,0,1290.3278
640,F_403,403,0,1291.4135
587,F_312,312,0,1291.8870
653,F_418,418,0,1291.8870
658,F_423,423,0,1291.8870
1614,L_275,275,1,1291.8870
660,F_425,425,0,1291.9014
651,F_414,414,0,1294.0665
1656,L_363,363,1,1294.3443
645,F_408,408,0,1296.7411
646,F_409,409,0,1296.7411
649,F_412,412,0,1296.7411
604,F_351,351,0,1297.4342
644,F_407,407,0,1297.4342
681,F_451,451,0,1298.0769
1697,L_414,414,1,1298.0769
1552,L_177,177,1,1298.2298
665,F_432,432,0,1298.4662
668,F_437,437,0,1298.4662
677,F_448,448,0,1298.4662
669,F_438,438,0,1299.5316
673,F_443,443,0,1299.5316
1646,L_345,345,1,1299.5316
685,F_456,456,0,1303.4685
1653,L_357,357,1,1303.4685
659,F_424,424,0,1303.8437
671,F_440,440,0,1303.8437
674,F_445,445,0,1303.8437
689,F_461,461,0,1303.8437
1623,L_296,296,1,1303.8437
1692,L_409,409,1,1303.8437
632,F_395,395,0,1304.6477
657,F_422,422,0,1304.6477
662,F_427,427,0,1304.6477
675,F_446,446,0,1304.6477
676,F_447,447,0,1304.6477
1620,L_293,293,1,1304.6477
666,F_435,435,0,1304.6728
1602,L_258,258,1,1304.6728
1643,L_338,338,1,1304.6728
670,F_439,439,0,1305.5845
680,F_450,450,0,1305.5845
1609,L_268,268,1,1305.5845
1349,L_143,143,1,1307.1529
1662,L_371,371,1,1307.1529
1672,L_388,388,1,1307.1529
1683,L_400,400,1,1307.1529
1694,L_411,411,1,1307.1529
1698,L_415,415,1,1307.7296
1649,L_349,349,1,1307.8432
1671,L_387,387,1,1307.8432
1648,L_347,347,1,1309.2351
634,F_397,397,0,1309.9214
605,F_352,352,0,1310.0018
650,F_413,413,0,1310.0018
1637,L_325,325,1,1310.0018
1660,L_367,367,1,1310.0018
1665,L_378,378,1,1310.0018
1699,L_418,418,1,1310.0018
1712,L_435,435,1,1310.0018
1573,L_207,207,1,1310.0037
686,F_457,457,0,1311.7364
1622,L_295,295,1,1311.7364
1634,L_313,313,1,1311.7364
1611,L_271,271,1,1313.4226
678,F_449,449,0,1313.7082
1572,L_206,206,1,1313.7082
1618,L_289,289,1,1313.7082
1642,L_336,336,1,1313.7082
1287,L_134,134,1,1313.7138
1641,L_334,334,1,1313.7138
1647,L_346,346,1,1313.7138
1696,L_413,413,1,1313.7138
1685,L_402,402,1,1314.8751
684,F_454,454,0,1316.8197
1724,L_449,449,1,1317.0726
661,F_426,426,0,1317.7308
667,F_436,436,0,1317.7308
630,F_393,393,0,1320.0545
1658,L_365,365,1,1320.0545
1659,L_366,366,1,1320.0545
1661,L_368,368,1,1320.0545
1674,L_391,391,1,1320.0545
1684,L_401,401,1,1320.0545
1689,L_406,406,1,1320.0545
1732,L_457,457,1,1320.0545
696,F_478,478,0,1320.0809
1664,L_374,374,1,1320.0809
1682,L_399,399,1,1320.0809
1693,L_410,410,1,1320.0809
1707,L_426,426,1,1320.0809
1600,L_254,254,1,1320.5006
1717,L_440,440,1,1320.5006
1720,L_445,445,1,1320.5006
1655,L_362,362,1,1324.1546
1678,L_395,395,1,1324.1546
1680,L_397,397,1,1324.1546
1702,L_420,420,1,1324.1546
1705,L_424,424,1,1324.1546
1711,L_432,432,1,1324.1546
1714,L_437,437,1,1324.1546
694,F_476,476,0,1325.1108
1690,L_407,407,1,1325.1108
682,F_452,452,0,1338.1274
690,F_462,462,0,1338.1274
687,F_459,459,0,1339.5204
1640,L_332,332,1,1347.7602
1730,L_454,454,1,1347.7602
1728,L_452,452,1,1347.7613
1733,L_459,459,1,1347.7613
1723,L_448,448,1,1347.9842
1731,L_456,456,1,1347.9842
1687,L_404,404,1,1351.7179
695,F_477,477,0,1359.3896
702,F_487,487,0,1360.4864
722,F_516,516,0,1362.1643
710,F_496,496,0,1363.0850
1675,L_392,392,1,1363.0850
1638,L_328,328,1,1364.6953
663,F_428,428,0,1367.0232
708,F_494,494,0,1367.0232
711,F_497,497,0,1367.0232
719,F_511,511,0,1367.0232
726,F_524,524,0,1367.0232
1651,L_352,352,1,1367.0232
664,F_431,431,0,1367.2094
718,F_507,507,0,1367.2094
697,F_479,479,0,1368.6458
699,F_481,481,0,1368.6458
701,F_485,485,0,1368.6458
709,F_495,495,0,1368.6458
712,F_498,498,0,1368.6458
715,F_501,501,0,1368.6458
716,F_502,502,0,1368.6458
723,F_517,517,0,1368.6458
1686,L_403,403,1,1368.6458
688,F_460,460,0,1369.7098
1691,L_408,408,1,1369.7874
1758,L_498,498,1,1370.2591
704,F_489,489,0,1371.2614
706,F_491,491,0,1371.2614
1716,L_439,439,1,1371.2614
698,F_480,480,0,1371.5235
692,F_469,469,0,1371.5361
724,F_518,518,0,1371.5361
1576,L_212,212,1,1371.5361
1708,L_427,427,1,1371.9511
1762,L_502,502,1,1371.9511
1650,L_351,351,1,1372.3485
1652,L_355,355,1,1372.3485
1695,L_412,412,1,1372.3485
1740,L_476,476,1,1372.3485
1752,L_491,491,1,1372.3485
1761,L_501,501,1,1372.3485
1629,L_307,307,1,1372.5178
1722,L_447,447,1,1372.5178
741,F_547,547,0,1377.6096
1666,L_380,380,1,1377.6112
742,F_548,548,0,1379.1691
1681,L_398,398,1,1379.1691
1749,L_488,488,1,1379.1691
755,F_566,566,0,1386.9503
